timestamp,test_suite,predicted_induced_state,three_sec_predicted_induced_state,predicted_induced_state_confidence,three_sec_predicted_induced_state_confidence,top_three_features
1626276671000000,Provisional-Test-025,high,high,[0.179 0.164 0.197 0.153 0.154 0.152],[0.179 0.164 0.197 0.153 0.154 0.152],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276672000000,Provisional-Test-025,high,high,[0.184 0.164 0.196 0.152 0.152 0.152],[0.184 0.164 0.196 0.152 0.152 0.152],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276673000000,Provisional-Test-025,high,high,[0.180 0.165 0.197 0.153 0.153 0.153],[0.180 0.165 0.197 0.153 0.153 0.153],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276674000000,Provisional-Test-025,high,high,[0.183 0.164 0.196 0.152 0.152 0.152],[0.183 0.164 0.196 0.152 0.152 0.152],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276675000000,Provisional-Test-025,high,high,[0.183 0.164 0.196 0.152 0.152 0.152],[0.183 0.164 0.196 0.152 0.152 0.152],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276676000000,Provisional-Test-025,high,high,[0.182 0.164 0.196 0.152 0.154 0.152],[0.182 0.164 0.196 0.152 0.154 0.152],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276677000000,Provisional-Test-025,high,high,[0.182 0.163 0.200 0.150 0.155 0.150],[0.182 0.163 0.200 0.150 0.155 0.150],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276678000000,Provisional-Test-025,high,high,[0.185 0.162 0.204 0.150 0.150 0.150],[0.185 0.162 0.204 0.150 0.150 0.150],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276679000000,Provisional-Test-025,high,high,[0.180 0.162 0.199 0.150 0.159 0.150],[0.180 0.162 0.199 0.150 0.159 0.150],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276680000000,Provisional-Test-025,high,high,[0.182 0.163 0.204 0.150 0.151 0.150],[0.182 0.163 0.204 0.150 0.151 0.150],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276681000000,Provisional-Test-025,high,high,[0.157 0.166 0.208 0.154 0.162 0.154],[0.157 0.166 0.208 0.154 0.162 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276682000000,Provisional-Test-025,high,high,[0.158 0.165 0.207 0.153 0.162 0.153],[0.158 0.165 0.207 0.153 0.162 0.153],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276683000000,Provisional-Test-025,high,high,[0.158 0.167 0.210 0.155 0.155 0.155],[0.158 0.167 0.210 0.155 0.155 0.155],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276684000000,Provisional-Test-025,high,high,[0.157 0.167 0.213 0.154 0.155 0.154],[0.157 0.167 0.213 0.154 0.155 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276685000000,Provisional-Test-025,high,high,[0.158 0.167 0.212 0.154 0.154 0.154],[0.158 0.167 0.212 0.154 0.154 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276686000000,Provisional-Test-025,high,high,[0.158 0.167 0.213 0.154 0.155 0.154],[0.158 0.167 0.213 0.154 0.155 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276687000000,Provisional-Test-025,high,high,[0.157 0.167 0.213 0.154 0.155 0.154],[0.157 0.167 0.213 0.154 0.155 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276688000000,Provisional-Test-025,high,high,[0.159 0.166 0.213 0.154 0.154 0.154],[0.159 0.166 0.213 0.154 0.154 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276689000000,Provisional-Test-025,high,high,[0.158 0.167 0.213 0.154 0.155 0.154],[0.158 0.167 0.213 0.154 0.155 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276690000000,Provisional-Test-025,high,high,[0.157 0.167 0.212 0.154 0.158 0.154],[0.157 0.167 0.212 0.154 0.158 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276691000000,Provisional-Test-025,high,high,[0.158 0.167 0.213 0.154 0.155 0.154],[0.158 0.167 0.213 0.154 0.155 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276692000000,Provisional-Test-025,high,high,[0.156 0.167 0.213 0.155 0.155 0.155],[0.156 0.167 0.213 0.155 0.155 0.155],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276693000000,Provisional-Test-025,high,high,[0.157 0.167 0.213 0.155 0.154 0.154],[0.157 0.167 0.213 0.155 0.154 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276694000000,Provisional-Test-025,high,high,[0.159 0.166 0.212 0.154 0.154 0.154],[0.159 0.166 0.212 0.154 0.154 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276695000000,Provisional-Test-025,high,high,[0.160 0.166 0.212 0.154 0.154 0.154],[0.160 0.166 0.212 0.154 0.154 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276696000000,Provisional-Test-025,high,high,[0.161 0.166 0.211 0.153 0.157 0.153],[0.161 0.166 0.211 0.153 0.157 0.153],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276697000000,Provisional-Test-025,high,high,[0.158 0.166 0.211 0.154 0.157 0.153],[0.158 0.166 0.211 0.154 0.157 0.153],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276698000000,Provisional-Test-025,high,high,[0.160 0.166 0.212 0.154 0.154 0.154],[0.160 0.166 0.212 0.154 0.154 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276699000000,Provisional-Test-025,high,high,[0.155 0.167 0.213 0.155 0.155 0.155],[0.155 0.167 0.213 0.155 0.155 0.155],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276700000000,Provisional-Test-025,high,high,[0.156 0.167 0.213 0.155 0.155 0.155],[0.156 0.167 0.213 0.155 0.155 0.155],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276701000000,Provisional-Test-025,high,high,[0.156 0.167 0.213 0.155 0.155 0.155],[0.156 0.167 0.213 0.155 0.155 0.155],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276702000000,Provisional-Test-025,high,high,[0.156 0.167 0.213 0.155 0.155 0.155],[0.156 0.167 0.213 0.155 0.155 0.155],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276703000000,Provisional-Test-025,high,high,[0.167 0.167 0.210 0.152 0.152 0.152],[0.167 0.167 0.210 0.152 0.152 0.152],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276704000000,Provisional-Test-025,high,high,[0.160 0.167 0.210 0.153 0.157 0.153],[0.160 0.167 0.210 0.153 0.157 0.153],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276705000000,Provisional-Test-025,high,high,[0.156 0.169 0.212 0.154 0.154 0.154],[0.156 0.169 0.212 0.154 0.154 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276706000000,Provisional-Test-025,high,high,[0.160 0.169 0.211 0.153 0.154 0.153],[0.160 0.169 0.211 0.153 0.154 0.153],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276707000000,Provisional-Test-025,high,high,[0.168 0.167 0.208 0.151 0.154 0.151],[0.168 0.167 0.208 0.151 0.154 0.151],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276708000000,Provisional-Test-025,high,high,[0.168 0.166 0.209 0.152 0.152 0.152],[0.168 0.166 0.209 0.152 0.152 0.152],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276709000000,Provisional-Test-025,medium,medium,[0.148 0.269 0.146 0.146 0.146 0.145],[0.148 0.269 0.146 0.146 0.146 0.145],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276710000000,Provisional-Test-025,medium,medium,[0.149 0.272 0.144 0.144 0.148 0.143],[0.149 0.272 0.144 0.144 0.148 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276711000000,Provisional-Test-025,medium,medium,[0.163 0.185 0.161 0.161 0.169 0.161],[0.163 0.185 0.161 0.161 0.169 0.161],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276712000000,Provisional-Test-025,medium,medium,[0.165 0.182 0.161 0.161 0.170 0.161],[0.165 0.182 0.161 0.161 0.170 0.161],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276713000000,Provisional-Test-025,medium,medium,[0.163 0.181 0.162 0.162 0.170 0.162],[0.163 0.181 0.162 0.162 0.170 0.162],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276714000000,Provisional-Test-025,medium,medium,[0.173 0.179 0.162 0.159 0.167 0.159],[0.173 0.179 0.162 0.159 0.167 0.159],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276715000000,Provisional-Test-025,medium,medium,[0.171 0.181 0.162 0.162 0.162 0.162],[0.171 0.181 0.162 0.162 0.162 0.162],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276716000000,Provisional-Test-025,medium,medium,[0.166 0.181 0.163 0.162 0.166 0.162],[0.166 0.181 0.163 0.162 0.166 0.162],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276717000000,Provisional-Test-025,medium,medium,[0.176 0.180 0.161 0.161 0.161 0.161],[0.176 0.180 0.161 0.161 0.161 0.161],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276718000000,Provisional-Test-025,medium,medium,[0.168 0.182 0.162 0.161 0.165 0.161],[0.168 0.182 0.162 0.161 0.165 0.161],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276719000000,Provisional-Test-025,medium,medium,[0.167 0.182 0.162 0.162 0.166 0.162],[0.167 0.182 0.162 0.162 0.166 0.162],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276720000000,Provisional-Test-025,medium,medium,[0.169 0.182 0.163 0.162 0.162 0.162],[0.169 0.182 0.163 0.162 0.162 0.162],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276721000000,Provisional-Test-025,medium,medium,[0.166 0.182 0.163 0.163 0.163 0.163],[0.166 0.182 0.163 0.163 0.163 0.163],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276722000000,Provisional-Test-025,medium,medium,[0.166 0.181 0.163 0.162 0.166 0.162],[0.166 0.181 0.163 0.162 0.166 0.162],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276723000000,Provisional-Test-025,medium,medium,[0.165 0.182 0.163 0.163 0.163 0.163],[0.165 0.182 0.163 0.163 0.163 0.163],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276724000000,Provisional-Test-025,medium,medium,[0.170 0.181 0.162 0.162 0.163 0.162],[0.170 0.181 0.162 0.162 0.163 0.162],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276725000000,Provisional-Test-025,medium,medium,[0.166 0.176 0.166 0.163 0.166 0.163],[0.166 0.176 0.166 0.163 0.166 0.163],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276963000000,Provisional-Test-025,medium,medium,[0.139 0.310 0.139 0.137 0.138 0.137],[0.139 0.310 0.139 0.137 0.138 0.137],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276964000000,Provisional-Test-025,medium,medium,[0.138 0.308 0.140 0.138 0.139 0.138],[0.138 0.308 0.140 0.138 0.139 0.138],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276965000000,Provisional-Test-025,medium,medium,[0.136 0.326 0.135 0.134 0.135 0.134],[0.136 0.326 0.135 0.134 0.135 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276966000000,Provisional-Test-025,medium,medium,[0.137 0.326 0.134 0.134 0.134 0.134],[0.137 0.326 0.134 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276967000000,Provisional-Test-025,medium,medium,[0.137 0.326 0.134 0.134 0.134 0.134],[0.137 0.326 0.134 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276968000000,Provisional-Test-025,medium,medium,[0.137 0.326 0.135 0.134 0.134 0.134],[0.137 0.326 0.135 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276969000000,Provisional-Test-025,medium,medium,[0.139 0.325 0.134 0.134 0.134 0.134],[0.139 0.325 0.134 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276970000000,Provisional-Test-025,medium,medium,[0.129 0.308 0.127 0.182 0.127 0.127],[0.129 0.308 0.127 0.182 0.127 0.127],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276971000000,Provisional-Test-025,medium,medium,[0.129 0.307 0.127 0.181 0.130 0.126],[0.129 0.307 0.127 0.181 0.130 0.126],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276972000000,Provisional-Test-025,medium,medium,[0.134 0.307 0.126 0.181 0.126 0.126],[0.134 0.307 0.126 0.181 0.126 0.126],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276973000000,Provisional-Test-025,medium,medium,[0.130 0.308 0.127 0.180 0.127 0.127],[0.130 0.308 0.127 0.180 0.127 0.127],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276974000000,Provisional-Test-025,medium,medium,[0.130 0.306 0.127 0.180 0.131 0.126],[0.130 0.306 0.127 0.180 0.131 0.126],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276975000000,Provisional-Test-025,medium,medium,[0.129 0.307 0.127 0.181 0.130 0.126],[0.129 0.307 0.127 0.181 0.130 0.126],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276976000000,Provisional-Test-025,medium,medium,[0.129 0.307 0.127 0.181 0.130 0.126],[0.129 0.307 0.127 0.181 0.130 0.126],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276977000000,Provisional-Test-025,medium,medium,[0.129 0.307 0.127 0.181 0.130 0.126],[0.129 0.307 0.127 0.181 0.130 0.126],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276978000000,Provisional-Test-025,medium,medium,[0.137 0.325 0.134 0.134 0.136 0.134],[0.137 0.325 0.134 0.134 0.136 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276979000000,Provisional-Test-025,medium,medium,[0.142 0.323 0.133 0.133 0.136 0.133],[0.142 0.323 0.133 0.133 0.136 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276980000000,Provisional-Test-025,medium,medium,[0.141 0.324 0.135 0.133 0.134 0.133],[0.141 0.324 0.135 0.133 0.134 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276981000000,Provisional-Test-025,medium,medium,[0.136 0.324 0.133 0.133 0.140 0.133],[0.136 0.324 0.133 0.133 0.140 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276982000000,Provisional-Test-025,medium,medium,[0.141 0.322 0.136 0.134 0.134 0.134],[0.141 0.322 0.136 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276983000000,Provisional-Test-025,medium,medium,[0.139 0.323 0.135 0.134 0.135 0.134],[0.139 0.323 0.135 0.134 0.135 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276984000000,Provisional-Test-025,medium,medium,[0.138 0.325 0.136 0.134 0.134 0.134],[0.138 0.325 0.136 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276985000000,Provisional-Test-025,medium,medium,[0.138 0.325 0.136 0.134 0.134 0.134],[0.138 0.325 0.136 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276986000000,Provisional-Test-025,medium,medium,[0.140 0.324 0.136 0.133 0.134 0.133],[0.140 0.324 0.136 0.133 0.134 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276987000000,Provisional-Test-025,medium,medium,[0.140 0.324 0.133 0.133 0.137 0.133],[0.140 0.324 0.133 0.133 0.137 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276988000000,Provisional-Test-025,medium,medium,[0.137 0.326 0.135 0.134 0.134 0.134],[0.137 0.326 0.135 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276989000000,Provisional-Test-025,medium,medium,[0.141 0.324 0.133 0.133 0.135 0.133],[0.141 0.324 0.133 0.133 0.135 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276990000000,Provisional-Test-025,medium,medium,[0.137 0.326 0.135 0.134 0.134 0.134],[0.137 0.326 0.135 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276991000000,Provisional-Test-025,medium,medium,[0.142 0.324 0.134 0.133 0.134 0.133],[0.142 0.324 0.134 0.133 0.134 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276992000000,Provisional-Test-025,medium,medium,[0.141 0.323 0.133 0.133 0.136 0.133],[0.141 0.323 0.133 0.133 0.136 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276993000000,Provisional-Test-025,medium,medium,[0.141 0.323 0.133 0.133 0.136 0.133],[0.141 0.323 0.133 0.133 0.136 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276994000000,Provisional-Test-025,medium,medium,[0.139 0.325 0.134 0.134 0.134 0.134],[0.139 0.325 0.134 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276995000000,Provisional-Test-025,medium,medium,[0.141 0.324 0.133 0.133 0.136 0.133],[0.141 0.324 0.133 0.133 0.136 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276996000000,Provisional-Test-025,medium,medium,[0.138 0.326 0.134 0.134 0.134 0.134],[0.138 0.326 0.134 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276997000000,Provisional-Test-025,medium,medium,[0.137 0.326 0.134 0.134 0.134 0.134],[0.137 0.326 0.134 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276998000000,Provisional-Test-025,medium,medium,[0.137 0.326 0.134 0.134 0.135 0.134],[0.137 0.326 0.134 0.134 0.135 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276999000000,Provisional-Test-025,medium,medium,[0.137 0.326 0.134 0.134 0.134 0.134],[0.137 0.326 0.134 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277000000000,Provisional-Test-025,medium,medium,[0.137 0.326 0.135 0.134 0.134 0.134],[0.137 0.326 0.135 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277001000000,Provisional-Test-025,medium,medium,[0.137 0.326 0.134 0.134 0.134 0.134],[0.137 0.326 0.134 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277002000000,Provisional-Test-025,medium,medium,[0.137 0.326 0.134 0.134 0.134 0.134],[0.137 0.326 0.134 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277003000000,Provisional-Test-025,medium,medium,[0.141 0.325 0.134 0.134 0.134 0.133],[0.141 0.325 0.134 0.134 0.134 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277004000000,Provisional-Test-025,medium,medium,[0.138 0.326 0.134 0.134 0.134 0.134],[0.138 0.326 0.134 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277005000000,Provisional-Test-025,medium,medium,[0.136 0.325 0.134 0.134 0.136 0.134],[0.136 0.325 0.134 0.134 0.136 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277006000000,Provisional-Test-025,medium,medium,[0.137 0.325 0.135 0.134 0.134 0.134],[0.137 0.325 0.135 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277007000000,Provisional-Test-025,medium,medium,[0.136 0.325 0.134 0.134 0.136 0.134],[0.136 0.325 0.134 0.134 0.136 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277008000000,Provisional-Test-025,medium,medium,[0.141 0.325 0.134 0.134 0.134 0.133],[0.141 0.325 0.134 0.134 0.134 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277009000000,Provisional-Test-025,medium,medium,[0.141 0.324 0.134 0.133 0.134 0.133],[0.141 0.324 0.134 0.133 0.134 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277010000000,Provisional-Test-025,medium,medium,[0.136 0.326 0.136 0.134 0.134 0.134],[0.136 0.326 0.136 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277011000000,Provisional-Test-025,medium,medium,[0.136 0.326 0.134 0.134 0.134 0.134],[0.136 0.326 0.134 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277012000000,Provisional-Test-025,medium,medium,[0.137 0.326 0.135 0.134 0.134 0.134],[0.137 0.326 0.135 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277013000000,Provisional-Test-025,medium,medium,[0.141 0.324 0.134 0.134 0.134 0.133],[0.141 0.324 0.134 0.134 0.134 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277014000000,Provisional-Test-025,medium,medium,[0.138 0.323 0.134 0.133 0.139 0.133],[0.138 0.323 0.134 0.133 0.139 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277015000000,Provisional-Test-025,medium,medium,[0.137 0.326 0.135 0.134 0.134 0.134],[0.137 0.326 0.135 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277016000000,Provisional-Test-025,medium,medium,[0.140 0.323 0.133 0.133 0.137 0.133],[0.140 0.323 0.133 0.133 0.137 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277017000000,Provisional-Test-025,medium,medium,[0.141 0.325 0.134 0.134 0.134 0.133],[0.141 0.325 0.134 0.134 0.134 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277018000000,Provisional-Test-025,medium,medium,[0.140 0.323 0.133 0.133 0.137 0.133],[0.140 0.323 0.133 0.133 0.137 0.133],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277019000000,Provisional-Test-025,medium,medium,[0.139 0.325 0.134 0.134 0.134 0.134],[0.139 0.325 0.134 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277020000000,Provisional-Test-025,medium,medium,[0.137 0.326 0.134 0.134 0.134 0.134],[0.137 0.326 0.134 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626277021000000,Provisional-Test-025,medium,medium,[0.140 0.311 0.137 0.137 0.137 0.137],[0.140 0.311 0.137 0.137 0.137 0.137],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
